uuid,source,orig_id,GID_0,COUNTRY,CC_1,ENGTYPE_1,GID_1,HASC_1,ISO_1,NAME_1,NL_NAME_1,TYPE_1,VARNAME_1,CC_2,ENGTYPE_2,GID_2,HASC_2,NAME_2,NL_NAME_2,TYPE_2,VARNAME_2,CC_3,ENGTYPE_3,GID_3,HASC_3,NAME_3,NL_NAME_3,TYPE_3,VARNAME_3,CC_4,ENGTYPE_4,GID_4,NAME_4,TYPE_4,VARNAME_4,CC_5,ENGTYPE_5,GID_5,NAME_5,TYPE_5
0019237f-a513-4350-8c44-1c094eea1248,Mapillary,216939106590156,DMA,Dominica,,Parish,DMA.3_1,DM.GO,DM-04,Saint George,,Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019240e-c8ec-42c7-9ea7-93ab469b9e95,Mapillary,834301350627156,ALB,Albania,80042,County,ALB.11_1,AL.TI,,Tiranë,,Qark,Tiran|Tirana,,,ALB.11.2_1,,Tiranës,,,,,,ALB.11.2.15_1,,Tiranë,,,,,,,,,,,,,,
001924b8-7522-4be3-a8a0-cc556f82ea99,Mapillary,550683499584741,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
00192501-9f59-47f2-b2f4-26e207bb8630,Mapillary,1451253818560427,USA,United States,,State,USA.21_1,US.MD,US-MD,Maryland,,State,MD,,County,USA.21.3_1,US.MD.BA,Baltimore,,County,,,,,,,,,,,,,,,,,,,,
001926be-8a0b-4fa7-8470-e355eb842e61,Mapillary,174694854554058,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
001927f3-4a68-412d-8c10-4631f03c6038,Mapillary,127844696000892,BEL,Belgium,,Region,BEL.1_1,,,Bruxelles,,Gewest,Brussel,,Capital Region,BEL.1.1_1,BE.BU,Bruxelles,,Hoofdstedelijk Gewest|Région Cap,Brussel Hoofstadt|Brusselse Hoof,,Arrondissement,BEL.1.1.1_1,BE.BU.BR,Brussel,,Arrondissement,Bruxelles,,Commune,BEL.1.1.1.2_1,Brussel,Commune,,,,,,
001928ac-c6bd-4d00-96ef-5c3670925201,Mapillary,269957374831247,GTM,Guatemala,,Department,GTM.7_1,GT.GU,GT-01,Guatemala,,Departamento,,,Municipality,GTM.7.18_1,,ZONA 10,,Municipio,,,,,,,,,,,,,,,,,,,,
001928cd-393a-40ac-9820-c1f6ff0df4d4,Mapillary,655876135722841,COL,Colombia,,Department,COL.28_2,CO.ST,CO-SAN,Santander,,Departamento,,,Municipality,COL.28.9_2,CO.ST.BU,Bucaramanga,,Municipio,,,,,,,,,,,,,,,,,,,,
00192939-0f2a-42ed-bb68-fbd1c20fec61,KartaView,297362183,CAN,Canada,59.0,Province,CAN.2_1,CA.BC,CA-BC,British Columbia,,Province,Colombie britannique|New Caledon,15.0,Regional District,CAN.2.14_1,CA.BC.GV,Greater Vancouver,,Regional District,,,City,CAN.2.14.34_1,,Vancouver,,Cité,,,,,,,,,,,,
00192b2b-7e1c-412e-93d0-8d6d65e1b696,Mapillary,493846455371075,DEU,Germany,3.0,State,DEU.9_1,DE.NI,DE-NI,Niedersachsen,,Land,Lower Saxony,3252.0,District,DEU.9.16_1,DE.NI.HP,Hameln-Pyrmont,,Landkreis,,32520006.0,Municipality,DEU.9.16.6_1,,Hameln,,Einheitsgemeinde,,32520006006.0,Town,DEU.9.16.6.1_1,Hameln,Stadt,,,,,,
00192d9b-236e-4be5-af96-d0a0e0d83594,Mapillary,811891472863684,TUR,Turkey,,Province,TUR.33_1,TR.GA,TR-27,Gaziantep,,Il,,,District,TUR.33.8_1,TR.GA.GK,Şehitkamil,,District,,,,,,,,,,,,,,,,,,,,
00192e4d-6b3e-4224-a99e-c51ebdaac821,Mapillary,490345112245097,JPN,Japan,,Prefecture,JPN.19_1,JP.KN,JP-14,Kanagawa,神奈川県,Ken,,,City,JPN.19.5_1,JP.KN.EB,Ebina,海老名市,Shi,,,,,,,,,,,,,,,,,,,,
00193174-0b62-43aa-a1b5-e7bbd31a7531,Mapillary,675467723564973,GRC,Greece,,Decentralized administration,GRC.3_1,GR.AT,,Attica,Αττική,Apokentroménes dioikíseis,,,Region,GRC.3.1_1,,Attica,Αττική,Periféreia,,,Municipality,GRC.3.1.12_1,GR.AT.AT,Athens,Αθηναίων,Dímos,,,,,,,,,,,,
001934ee-125a-4228-ad59-b5a2a81c871b,Mapillary,377911670851505,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
00193bc1-bd65-4016-a4bd-7d840bbc0dc4,Mapillary,2702748720015314,FRA,France,,Region,FRA.13_1,FR.PR,,Provence-Alpes-Côte d'Azur,,Région,,83.0,Department,FRA.13.5_1,FR.VR,Var,,Département,,,Districts,FRA.13.5.3_1,,Toulon,,Arrondissement,,,Canton,FRA.13.5.3.13_1,Toulon,Canton,,,Commune,FRA.13.5.3.13.1_1,Toulon,Préfecture
00193cc4-9980-4fbf-beca-9fd5ed19c24b,Mapillary,1458168761196354,ITA,Italy,16.0,Region,ITA.2_1,,,Apulia,,Regione,Apulien|Pouilles|Pouille|Puglia|,72.0,Province,ITA.2.1_1,IT.BB,Bari,,Provincia,,,Commune,ITA.2.1.8_1,IT.BB.BO,Bitonto,,Commune,,,,,,,,,,,,
00193d01-20d4-4c44-a9d2-1976756b1aa8,Mapillary,897486014574019,USA,United States,,State,USA.21_1,US.MD,US-MD,Maryland,,State,MD,,County,USA.21.3_1,US.MD.BA,Baltimore,,County,,,,,,,,,,,,,,,,,,,,
0019420f-7730-4d2f-bc9d-813b2e970ada,Mapillary,243564420880482,PRT,Portugal,,District,PRT.12_1,PT.LI,PT-11,Lisboa,,Distrito,Lisbon|Lisbona|Lisbonne|Lissabon,1106.0,Municipality,PRT.12.7_1,PT.LI.LI,Lisboa,,Concelho,,,Parish,PRT.12.7.24_1,,Pena,,Parish,,,,,,,,,,,,
001948ff-fcf3-4a9b-ab9b-0e84d23dce5c,Mapillary,483770106015390,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.37_1,US.CA.SD,San Diego,,County,,,,,,,,,,,,,,,,,,,,
0019499b-a8b7-4dd8-83b6-41c52a97d94e,Mapillary,152040136860317,BGD,Bangladesh,30.0,Division,BGD.3_1,BD.DH,BD-C,Dhaka,,Bibhag,Daca|Dacca,3026.0,Distict,BGD.3.1_1,BD.DH.DH,Dhaka,,Zila,Daca|Dacca,302642.0,Upazilla,BGD.3.1.25_1,,Lalbagh,,Upazilla,,30264262.0,Union,BGD.3.1.25.5_1,Ward No-62,Union,,,,,,
001949e0-fefe-4d02-8021-05eba9e3bb92,Mapillary,290457772612974,AUS,Australia,1.0,State,AUS.5_1,AU.NS,AU-NSW,New South Wales,,State,,17200.0,City,AUS.5.122_1,AU.NS.SY,Sydney,,City,,,,,,,,,,,,,,,,,,,,
00194b17-de21-4e44-a0b7-f93c4b9fc80e,Mapillary,457608158639017,FRA,France,,Region,FRA.4_1,FR.CN,FR-CVL,Centre-Val de Loire,,Région,,45.0,Department,FRA.4.6_1,FR.LT,Loiret,,Département,,,Districts,FRA.4.6.2_1,,Orléans,,Arrondissement,,,Canton,FRA.4.6.2.17_1,Saint-Jean-de-la-Ruelle,Canton,,,Commune,FRA.4.6.2.17.1_1,Saint-Jean-de-la-Ruelle,Chef-lieu canton
00194ec9-af25-48de-b3e1-4382d10637d0,KartaView,763683274,IDN,Indonesia,35.0,Province,IDN.11_1,ID.JI,ID-JI,Jawa Timur,,Propinisi,,3529.0,Regency,IDN.11.34_1,ID.JI.SM,Sumenep,,Kabupaten,,3529070.0,Sub-district,IDN.11.34.16_1,,Kotasumenep,,Kecamatan,,3529070015.0,Village,IDN.11.34.16.2_1,Bangselok,Desa,,,,,,
00194f40-3213-403a-b3ee-f676d6669bad,Mapillary,299609218300888,CYP,Cyprus,,District,CYP.4_1,CY.NI,,Nicosia,Λευκωσία,Eparchies,Lefkosía|Levkosía|Lefkosa|Nicosi,,,,,,,,,,,,,,,,,,,,,,,,,,,
00194f48-d6e7-4d04-97d8-e593acf393f3,Mapillary,848761259062796,JPN,Japan,,Prefecture,JPN.19_1,JP.KN,JP-14,Kanagawa,神奈川県,Ken,,,City,JPN.19.5_1,JP.KN.EB,Ebina,海老名市,Shi,,,,,,,,,,,,,,,,,,,,
0019517a-c4ef-475a-8d3e-d534db0bf146,Mapillary,790440294939930,NAM,Namibia,,Region,NAM.5_1,NA.KH,NA-KH,Khomas,,Region,,,Constituency,NAM.5.8_1,NA.KH.WE,Windhoek East,,Constituency,,,,,,,,,,,,,,,,,,,,
001951d7-228f-4ccb-8016-e041f918cf44,Mapillary,2572992899659907,PER,Peru,15,Province,PER.15_1,PE.LP,,Lima Province,,Provincia,,,Province,PER.15.1_1,PE.LP.LI,Lima,,Provincia,,,District,PER.15.1.4_1,,Breña,,Distrito,,,,,,,,,,,,
00195264-48bf-4c32-971c-ed3e369b631b,Mapillary,550727449979957,PHL,Philippines,458.0,Province,PHL.64_1,PH.RI,PH-RIZ,Rizal,,Lalawigan,,45813.0,Municipality,PHL.64.13_1,PH.RI.TY,Taytay,,Bayan|Munisipyo,,,Village,PHL.64.13.5_1,,Santa Ana,,Barangay,,,,,,,,,,,,
001957c0-8f51-4530-936d-3085b6695990,Mapillary,576661419980229,ESP,Spain,12,Autonomous Community,ESP.12_1,ES.GA,ES-GA,Galicia,,Comunidad Autónoma,Galice|Gal¡cia|Galicien|Galiza|G,15.0,Province,ESP.12.1_1,ES.GA.AC,A Coruña,,Provincia,La Coruña,,Comarca,ESP.12.1.2_1,,n.a. (146),,Comarca,,,Municipality,ESP.12.1.2.1_1,A Coruña,Municipality,,,,,,
0019587d-6c3f-4f5c-84a0-f37b00372d43,Mapillary,283182093527384,GBR,United Kingdom,,Constituent Country,GBR.1_1,,,,,Constituent Country,,,,GBR.1.36_1,GB.GL,,,,,,,GBR.1.36.21_1,,Lambeth,,,,,,GBR.1.36.21.1_1,Bishop's,,,,,,,
00195886-d636-4620-8c2b-66ede41d608d,Mapillary,947943572638839,RUS,Russia,,Region,RUS.47_1,RU.NZ,,Nizhegorod,Нижегородская область,Oblast,Gor'kiy|Gor'kovskaya|Gorky|Nizhe,R25000,District,RUS.47.11_1,RU.NZ.BR,Borskiy rayon,Борский район,Raion,,,,RUS.47.11.1_1,,,,,,,,,,,,,,,,
0019590c-0495-4500-a933-2a5bafe8ea1b,Mapillary,604035787504253,COL,Colombia,,Capital District,COL.5_2,CO.DC,,Bogotá D.C.,,Distrito Capital,Distrito Capital de Bogotá,,Municipality,COL.5.1_2,CO.DC,Bogotá D.C.,,Municipio,,,,,,,,,,,,,,,,,,,,
0019618c-0cba-4161-8fbf-0e4c701f4413,Mapillary,2850176538555335,USA,United States,,State,USA.23_1,US.MI,US-MI,Michigan,,State,MI|Mich.,,County,USA.23.86_1,US.MI.WY,Wayne,,County,,,,,,,,,,,,,,,,,,,,
001964d3-2d08-4419-8a29-591743e8af2c,KartaView,196679779,DEU,Germany,8.0,State,DEU.1_1,DE.BW,,Baden-Württemberg,,Land,,8111.0,District,DEU.1.40_1,DE.BW.SU,Stuttgart,,Stadtkreis,,81110000.0,Municipality,DEU.1.40.1_1,,Stuttgart,,Einheitsgemeinde,,81110000000.0,Town,DEU.1.40.1.1_1,Stuttgart,Stadt,,,,,,
001965e1-d38e-4314-bffc-cf130cd5cde8,Mapillary,308996437295614,MAR,Morocco,,Region,MAR.5_1,MA.GC,,Grand Casablanca,,Region,,141.0,Prefecture,MAR.5.1_1,MA.GC.CB,Casablanca,,Prefecture,,,Unknown,MAR.5.1.25_1,,NA (Sidi Belyout),,Unknown,,,Urban Commune,MAR.5.1.25.1_1,Sidi Belyout,Commune Urbaine,,,,,,
00196607-3cbc-4b06-b735-f8fd2dfd6e2d,Mapillary,301175911573532,NLD,Netherlands,,Province,NLD.9_1,NL.NH,NL-NH,Noord-Holland,,Provincie,Holanda do Norte|Hollande-septen,,Municipality,NLD.9.4_1,NL.NH.AD,Amsterdam,,Gemeente,,,,,,,,,,,,,,,,,,,,
001968cc-59fd-488e-af27-82e6107d65da,Mapillary,1076974706200538,COL,Colombia,,Department,COL.26_2,CO.RI,CO-RIS,Risaralda,,Departamento,,,Municipality,COL.26.4_2,CO.RI.DO,Dosquebradas,,Municipio,Dos Quebradas,,,,,,,,,,,,,,,,,,,
00196a01-88fc-4453-b003-f9cce6f02157,Mapillary,108959365044270,COL,Colombia,,Department,COL.28_2,CO.ST,CO-SAN,Santander,,Departamento,,,Municipality,COL.28.9_2,CO.ST.BU,Bucaramanga,,Municipio,,,,,,,,,,,,,,,,,,,,
00196bb8-c522-4467-84b0-8be55767e3e7,KartaView,236912127,JPN,Japan,,Prefecture,JPN.35_1,JP.ST,JP-11,Saitama,埼玉県,Ken,,,City,JPN.35.37_1,JP.ST.MT,Misato City,美里町,Shi,,,,,,,,,,,,,,,,,,,,
00196e6e-b713-449f-8ddf-fb6932325c31,Mapillary,518640019132775,CAN,Canada,48.0,Province,CAN.1_1,CA.AB,CA-AB,Alberta,,Province,,6.0,Census Division,CAN.1.16_1,CA.AB.SI,Division No. 6,,Census Division,,,City,CAN.1.16.1_1,,Airdrie,,Cité,,,,,,,,,,,,
00196f77-d52b-4d02-bad2-792c0a46f824,Mapillary,571846000464078,JPN,Japan,,Prefecture,JPN.8_1,JP.FS,JP-07,Fukushima,福島県,Ken,Hukusima,,City,JPN.8.3_1,JP.FS.AZ,Aizuwakamatsu,会津若松市,Shi,,,,,,,,,,,,,,,,,,,,
001970ec-7b20-470f-8248-c2caa87d6bc5,Mapillary,458068145286446,AUT,Austria,,State,AUT.9_1,AT.WI,AT-9,Wien,,Bundesländ,Vienna|Viena,,Statutory City,AUT.9.1_2,,Wien Stadt,,Statutarstadt,,,Municipality,AUT.9.1.1_2,,Wien,,Gemeinde,,,Cadastral community,AUT.9.1.1.30_2,Innere Stadt,Katastralgemeinde,,,,,,
00197239-d092-451e-8676-fce80e28cf4e,Mapillary,300936068417511,TUR,Turkey,,Province,TUR.40_1,TR.IB,TR-34,Istanbul,,Il,İstanbul|Constantinople|Estambul,,District,TUR.40.32_1,TR.IB.SI,Şişli,,District,,,,,,,,,,,,,,,,,,,,
00197339-bb43-43a2-9d01-0ecaf429d7b3,Mapillary,136925385551581,PHL,Philippines,1339.0,Province,PHL.47_1,PH.MM,,Metropolitan Manila,,Lalawigan,,137404.0,City,PHL.47.14_1,PH.MM.QE,Quezon City,,Lungsod|Siyudad,,,Village,PHL.47.14.86_1,,Payatas,,Barangay,,,,,,,,,,,,
00197d73-055b-4a6c-b81b-a05dba628cef,Mapillary,162584199436842,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.8_1,,Chūō,中央区,Special Ward,,,,,,,,,,,,,,,,,,,,
00197e39-71a4-4c62-a1d8-055ad43a62de,Mapillary,827655611206282,ROU,Romania,,Municipality,ROU.10_1,RO.BI,,Bucharest,,Municipiu,Bucuresti,,Municipality,ROU.10.1_1,,Municipiul Bucuresti,,Comune,,,,,,,,,,,,,,,,,,,,
00197f79-9d34-4c0a-93d5-02a278506d46,Mapillary,798690777443721,MLT,Malta,,Region,MLT.5_1,MT.SE,,Xlokk,,Reġjun,South Eastern,,Local council,MLT.5.13_1,MT.SE.VA,Valletta,,Kunsil lokal,,,,,,,,,,,,,,,,,,,,
00197f83-1fcc-4aea-83c4-a765b5be63a8,Mapillary,495391632105429,DEU,Germany,11,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
0019838d-d69d-4075-b962-6ce8aa67caf2,Mapillary,382604246318368,TZA,Tanzania,1.0,Region,TZA.3_1,TZ.DO,TZ-03,Dodoma,,Mkoa,,5.0,District,TZA.3.4_1,TZ.DO.DU,Dodoma Urban,,Wilaya,Dodoma Mjini,272.0,Ward,TZA.3.4.19_1,,Majengo,,Wodi,,,,,,,,,,,,
00198616-cdba-465f-9ba6-2263ed3319be,Mapillary,888506148993962,LUX,Luxembourg,,District,LUX.3_1,LU.LU,LU-LU,Luxembourg,,District,Lëtzebuerg|Luxemburg,,Canton,LUX.3.3_1,LU.LU.LU,Luxembourg,,Canton,,,Commune,LUX.3.3.4_1,,Luxembourg,,Commune,,,Quarter,LUX.3.3.4.4_1,Bouneweg-Süd,Quartier,Bonnevoie-Sud|Bonneweg Süd,,,,,
0019870b-6ad3-400c-a239-879d40bb496c,Mapillary,3056775074566513,LVA,Latvia,,Province,LVA.3_1,R,LV-RIX,Riga,,Province,,,District,LVA.3.3_1,LV.RG,Riga,,Aprinki|rajoni,Riga incl. Jurmala|Riia,,,,,,,,,,,,,,,,,,,
001987a6-e175-4c38-b14a-e4235828d230,Mapillary,2970313909892711,VNM,Vietnam,,City,VNM.27_1,VN.HI,,Hà Nội,,Thành phố,Ha Noi,,Urban District,VNM.27.3_1,VN.CB.HQ,Ba Đình,,Quận,Ba Dinh,,Ward,VNM.27.3.2_1,,Đội Cấn,,Phường,Doi Can,,,,,,,,,,,
001987f0-4542-4c21-ae29-6908efa025da,Mapillary,906739636566923,JOR,Jordan,,Province,JOR.2_1,JO.AM,,Amman,,Muhafazah,Ama,,Sub-Province,JOR.2.1_1,JO.AM.AM,Amman,,Nahia,,,,,,,,,,,,,,,,,,,,
001988a5-046a-4355-a150-825fbc63ea7f,Mapillary,106438408174971,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.38_1,US.CA.SF,San Francisco,,County,,,,,,,,,,,,,,,,,,,,
001988f0-d601-4a4b-a82e-211ae6a33ee0,Mapillary,812057996083455,MUS,Mauritius,,District,MUS.8_1,MU.PL,MU-PL,Port Louis,,District,,,,,,,,,,,,,,,,,,,,,,,,,,,,
001989c0-5eed-4f02-8fec-cdbbfb992588,Mapillary,1125779304565573,JPN,Japan,,Metropolis,JPN.41_1,JP.TK,JP-13,Tokyo,東京都,To,Edo|Yedo|Tokio|T¢quio,,Special Ward,JPN.41.8_1,,Chūō,中央区,Special Ward,,,,,,,,,,,,,,,,,,,,
00198adf-37d2-43a9-b95e-f9c73e42b084,Mapillary,1341684102880421,MYS,Malaysia,,Federal Territory,MYS.4_1,MY.KL,,Kuala Lumpur,,Wilayah Persekutuan,Federal Territory of Kuala Lumpu,,Federal Territory,MYS.4.1_1,MY.KL.KL,Kuala Lumpur,,Wilayah Persekutuan,,,,,,,,,,,,,,,,,,,,
001992b6-e569-47f0-8276-f04d0bbc9f15,Mapillary,522955162056849,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.11_1,US.CA.GL,Glenn,,County,,,,,,,,,,,,,,,,,,,,
001992db-dd80-4e6c-a34d-17ade9bde703,Mapillary,208219821113929,MEX,México,,State,MEX.15_1,MX.MX,,México,,Estado,,,Municipality,MEX.15.106_2,,Tlalnepantla de Baz,,Município,,,,,,,,,,,,,,,,,,,,
0019930e-ab02-4a79-8a7b-bbd70753c831,Mapillary,4310597098973870,ESP,Spain,9.0,Autonomous Community,ESP.6_1,ES.CT,,Cataluña,,Comunidad Autónoma,Catalogna|Catalogne|Catalonia|Ca,8.0,Province,ESP.6.1_1,ES.CT.BR,Barcelona,,Provincia,,,Comarca,ESP.6.1.11_1,,n.a. (37),,Comarca,,,Municipality,ESP.6.1.11.2_1,Barcelona,Municipality,,,,,,
00199365-5104-461c-853a-6226b7790984,Mapillary,168283325818763,DNK,Denmark,,Region,DNK.1_1,DK.HS,DK-84,Hovedstaden,,Region,Capital,,Municipality,DNK.1.25_1,DK.HS.KO,København,,Kommune,,,,,,,,,,,,,,,,,,,,
00199667-2071-4b66-af42-11868cab1c09,Mapillary,871065050727854,EST,Estonia,,County,EST.1_1,EE.HA,,Harju,,Maakond,Harjumaa|Harju maakond,,Town,EST.1.20_1,EE.HA.TA,Tallinn,,Linn,,,Administrative District,EST.1.20.10_1,,Põhja-Tallinna,,Linnaosa,,,,,,,,,,,,
001996cc-af51-4596-afaf-cecec7dd6da8,Mapillary,509790847041313,USA,United States,,State,USA.44_1,US.TX,US-TX,Texas,,State,TX|Tex.,,County,USA.44.15_1,US.TX.BX,Bexar,,County,,,,,,,,,,,,,,,,,,,,
001997c1-fb08-48ea-bb03-4ad41bc69a60,Mapillary,2247555312044204,JPN,Japan,,Circuit,JPN.12_1,JP.HK,JP-01,Hokkaido,北海道,Do,Ezo|Yeso|Yezo,,Town,JPN.12.123_1,JP.HK.SP,Sapporo,札幌市,Machi,,,,,,,,,,,,,,,,,,,,
00199862-e522-4a79-9409-ce844fbf0d9b,Mapillary,489537099152948,DEU,Germany,11.0,State,DEU.3_1,DE.BE,DE-BE,Berlin,,Land,,11000.0,District,DEU.3.1_1,DE.BE.BR,Berlin,,Kreisfreie Stadt,,110000000.0,Municipality,DEU.3.1.1_1,,Berlin,,Gemeinschaftsfreie Gemeinde,,110000000000.0,Town,DEU.3.1.1.1_1,Berlin,Stadt,,,,,,
00199afa-b44b-4851-979c-397a3a57aa36,Mapillary,561640118141880,THA,Thailand,50.0,Province,THA.10_1,TH.CM,TH-50,Chiang Mai,จังหวัดเชียงใหม่,Changwat,,5001.0,District,THA.10.16_1,TH.CM.CM,Muang Chiang Mai,อำเภอเมืองเชียงใหม่,Amphoe,,,Sub district,THA.10.16.8_1,,Phra Sing,,Tambon,,,,,,,,,,,,
00199b1f-7533-419d-8aa9-31241466605d,Mapillary,970407806834353,USA,United States,,State,USA.22_1,US.MA,US-MA,Massachusetts,,State,Commonwealth of Massachusetts|MA,,County,USA.22.9_1,US.MA.MI,Middlesex,,County,,,,,,,,,,,,,,,,,,,,
00199d99-9213-430b-87d6-6afc6f90b1da,Mapillary,299476471778675,USA,United States,,State,USA.21_1,US.MD,US-MD,Maryland,,State,MD,,County,USA.21.3_1,US.MD.BA,Baltimore,,County,,,,,,,,,,,,,,,,,,,,
00199ea5-dd04-45d2-95d8-b8c4401bbd88,Mapillary,7575937115757581,DNK,Denmark,,Region,DNK.1_1,DK.HS,DK-84,Hovedstaden,,Region,Capital,,Municipality,DNK.1.25_1,DK.HS.KO,København,,Kommune,,,,,,,,,,,,,,,,,,,,
00199f3a-899e-4aeb-8e74-0de5e276af91,KartaView,355542563,AUS,Australia,2.0,State,AUS.10_1,AU.VI,AU-VIC,Victoria,,State,,24600.0,City,AUS.10.44_1,AU.VI.ME,Melbourne,,City,,,,,,,,,,,,,,,,,,,,
00199fb0-b68f-47b6-afcd-d570f259542f,Mapillary,958008041679381,PRI,Puerto Rico,,Municipality,PRI.65_1,PR.SJ,-,San Juan,,Municipio|Senatorial District,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019a0ac-5cb1-48b8-8a01-85b672667b88,Mapillary,754267845739602,PHL,Philippines,458,Province,PHL.64_1,PH.RI,PH-RIZ,Rizal,,Lalawigan,,45813,Municipality,PHL.64.13_1,PH.RI.TY,Taytay,,Bayan|Munisipyo,,,Village,PHL.64.13.1_1,,Dolores,,Barangay,Poblacion,,,,,,,,,,,
0019a0e8-6bc2-4940-a471-ef68767d9d03,Mapillary,482529266320326,ALB,Albania,80042.0,County,ALB.11_1,AL.TI,,Tiranë,,Qark,Tiran|Tirana,,,ALB.11.2_1,,Tiranës,,,,,,ALB.11.2.15_1,,Tiranë,,,,,,,,,,,,,,
0019a2bc-5b72-47e9-a00d-92a51e9fd8d2,Mapillary,4119249288164471,FRA,France,,Region,FRA.8_1,FR.IF,,Île-de-France,,Région,,77.0,Department,FRA.8.4_1,FR.SE,Seine-et-Marne,,Département,,,Districts,FRA.8.4.5_1,,Torcy,,Arrondissement,,,Canton,FRA.8.4.5.4_1,Lagny-sur-Marne,Canton,,,Commune,FRA.8.4.5.4.2_1,Lagny-sur-Marne,Chef-lieu canton
0019a900-6248-4b1f-abcc-38e640f60ea2,Mapillary,329159502163407,LSO,Lesotho,,District,LSO.5_1,LS.MS,LS-A,Maseru,,District,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019a972-aeb7-417e-92d0-33ebeef40f70,Mapillary,478303523735282,COL,Colombia,,Department,COL.28_2,CO.ST,CO-SAN,Santander,,Departamento,,,Municipality,COL.28.9_2,CO.ST.BU,Bucaramanga,,Municipio,,,,,,,,,,,,,,,,,,,,
0019ac75-9c45-42b4-ae13-a6cc7ac75d84,Mapillary,833473627594529,HUN,Hungary,,Capital City,HUN.5_1,HU.BU,HU-BU,Budapest,,Fovaros,Budapeste,,Subregion,HUN.5.1_1,,Budapesti,,Kistérség,,,,,,,,,,,,,,,,,,,,
0019b16a-2bb4-4379-91ea-155cd2694381,Mapillary,827277264852215,DMA,Dominica,,Parish,DMA.3_1,DM.GO,DM-04,Saint George,,Parish,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019b1bf-bc39-46c8-82cd-8d5817d59391,Mapillary,1437611189909496,DEU,Germany,3.0,State,DEU.9_1,DE.NI,DE-NI,Niedersachsen,,Land,Lower Saxony,3252.0,District,DEU.9.16_1,DE.NI.HP,Hameln-Pyrmont,,Landkreis,,32520006.0,Municipality,DEU.9.16.6_1,,Hameln,,Einheitsgemeinde,,32520006006.0,Town,DEU.9.16.6.1_1,Hameln,Stadt,,,,,,
0019b31e-4684-487d-9ed5-6fdf5e677111,Mapillary,2930917363816269,MDA,Moldova,,City,MDA.10_1,MD.CV,,Chişinău,,Municipiu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0019b70c-1de3-47ae-a914-cc51d7417e42,Mapillary,144501080920619,BEL,Belgium,,Region,BEL.1_1,,,Bruxelles,,Gewest,Brussel,,Capital Region,BEL.1.1_1,BE.BU,Bruxelles,,Hoofdstedelijk Gewest|Région Cap,Brussel Hoofstadt|Brusselse Hoof,,Arrondissement,BEL.1.1.1_1,BE.BU.BR,Brussel,,Arrondissement,Bruxelles,,Commune,BEL.1.1.1.2_1,Brussel,Commune,,,,,,
0019b818-027b-44cf-8892-defaafaed81a,Mapillary,1949645988522236,USA,United States,,State,USA.5_1,US.CA,US-CA,California,,State,CA|Calif.,,County,USA.5.19_1,US.CA.LO,Los Angeles,,County,,,,,,,,,,,,,,,,,,,,
0019b86b-6187-4d9e-9d01-f214506dac63,Mapillary,3949654071815371,USA,United States,,State,USA.22_1,US.MA,US-MA,Massachusetts,,State,Commonwealth of Massachusetts|MA,,County,USA.22.13_1,US.MA.SU,Suffolk,,County,,,,,,,,,,,,,,,,,,,,
